INSTRUMENTO|CLASS_NAME|FUND_NAME|GROUP_NAME|GROUP_CODE|SERIE_GROUP|SERIE_RANGE|LOCAL_SHAREHOLDER_GROUP|FOREIGN_CUSTOMERS|PHYSICAL_PERSONS|MORAL_PERSONS|MORAL_EXEMPT_SHAREHOLDERS|MORAL_TAXABLE_SHAREHOLDERS|PHYSICAL_EXEMPT_SHAREHOLDERS|PHYSICAL_TAXABLE_SHAREHOLDERS|ISR|BUY|SELL|MIN_FIRST_BUY|MIN_SUBSEQUENT_BUY|MIN_INVESTMENT|MAX_INVESTMENT|INSTRUMENT_OID|FUND_SHARE_OID|FUND_SERIE_OID|FUND_OID|QUALIFIER|SOURCE_CODE|NAME|MARKET_TYPE|IS_DEFAULT|INSTRUMENT_SHORT_NAME|INSTRUMENT_OID_1|DATE_|BID|AVERAGE|OFFER|ACTUALIZED|QUALIFIER_1
ACTI500-M|M|ACTI500|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514401|500381|500258|500074||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTI500-M|514401|2020-04-30 00.00.00.000000000|4.304969|4.304969|4.304969|1|
ACTINTK-B|B|ACTINTK|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|0|1|0.01|0|0|99999999.99|514437|500418|500285|500080||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINTK-B|514437|2020-04-30 00.00.00.000000000|5.93969|5.93969|5.93969|1|
ACTINTK-I|I|ACTINTK|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|0|1|0.01|0|100000000||514438|500417|500285|500080||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINTK-I|514438|2020-04-30 00.00.00.000000000|6.039303|6.039303|6.039303|1|
ACTINTK-D|D|ACTINTK|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|0|1||0|||514439|500419|500286|500080||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINTK-D|514439|2020-04-30 00.00.00.000000000|5.420166|5.420166|5.420166|1|
ACTINTK-FF|FF|ACTINTK|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|0|1||0|||514440|500420|500287|500080||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINTK-FF|514440|2020-04-30 00.00.00.000000000|2.039984|2.039984|2.039984|1|
ACTINTK-A|A|ACTINTK|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514441|500421|500288|500080||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINTK-A|514441|2020-04-30 00.00.00.000000000|2.0284|2.0284|2.0284|1|
ACTIPAT-D|D|ACTIPAT|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|0|0||0|||514442|500422|500289|500081||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIPAT-D|514442|2020-04-30 00.00.00.000000000|2.848374|2.848374|2.848374|1|
ACTIPAT-FF|FF|ACTIPAT|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|0|0||0|||514443|500423|500290|500081||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIPAT-FF|514443|2020-04-30 00.00.00.000000000|3.579092|3.579092|3.579092|1|
ACTOTAL-FF|FF|ACTOTAL|FONDO DE FONDOS|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514475|500455|500321|500086||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTOTAL-FF|514475|2020-04-30 00.00.00.000000000|2.327262|2.327262|2.327262|1|
ACTOTAL-E|E|ACTOTAL|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514476|500456|500322|500086||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTOTAL-E|514476|2020-04-30 00.00.00.000000000|2.410349|2.410349|2.410349|1|
ACTOTAL-M|M|ACTOTAL|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514477|500457|500323|500086||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTOTAL-M|514477|2020-04-30 00.00.00.000000000|4.530299|4.530299|4.530299|1|
ACTOTAL-A|A|ACTOTAL|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514478|500458|500324|500086||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTOTAL-A|514478|2020-04-30 00.00.00.000000000|10.102343|10.102343|10.102343|1|
ACTOTAL-C|C|ACTOTAL|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514479|500459|500325|500086||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTOTAL-C|514479|2020-04-30 00.00.00.000000000|7.659391|7.659391|7.659391|1|
VTLS-RV-B-3|B-3|VTLS-RV|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|50000000||514679|500658|500447|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-B-3|514679|2020-04-30 00.00.00.000000000|10.887618|10.887618|10.887618|1|
VTLS-RV-B-1|B-1|VTLS-RV|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|0|19999999.99|514680|500659|500447|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-B-1|514680|2020-04-30 00.00.00.000000000|1.298729|1.298729|1.298729|1|
VTLS-RV-E-3|E-3|VTLS-RV|Exentas|E|E|1|1|1|1|1|1|0|1|0|1|1|1|10000|0|50000000||514681|500663|500448|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-E-3|514681|2020-04-30 00.00.00.000000000|4.9466|4.9466|4.9466|1|
VTLS-RV-E-1|E-1|VTLS-RV|Exentas|E|E|1|1|1|1|1|1|0|1|0|1|1|1|10000|0|0|19999999.99|514682|500662|500448|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-E-1|514682|2020-04-30 00.00.00.000000000|6.74275|6.74275|6.74275|1|
VTLS-RV-E-2|E-2|VTLS-RV|Exentas|E|E|1|1|1|1|1|1|0|1|0|1|1|1|10000|0|20000000|49999999.99|514683|500661|500448|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-E-2|514683|2020-04-30 00.00.00.000000000|7.682789|7.682789|7.682789|1|
VTLS-RV-M-2|M-2|VTLS-RV|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|20000000|49999999.99|514684|500664|500449|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-M-2|514684|2020-04-30 00.00.00.000000000|3.41058|3.41058|3.41058|1|
VTLS-RV-M-1|M-1|VTLS-RV|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|0|19999999.99|514685|500665|500449|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-M-1|514685|2020-04-30 00.00.00.000000000|4.049535|4.049535|4.049535|1|
VTLS-RV-M-3|M-3|VTLS-RV|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|50000000||514686|500666|500449|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-M-3|514686|2020-04-30 00.00.00.000000000|5.267313|5.267313|5.267313|1|
IMPULSA-M|M|IMPULSA|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514687|500667|500450|500111||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|IMPULSA-M|514687|2020-04-30 00.00.00.000000000|7.562778|7.562778|7.562778|1|
IMPULSA-A|A|IMPULSA|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514688|500668|500451|500111||Oper|Oper|PRICE_TYPE_NONSENSE|1|IMPULSA-A|514688|2020-04-30 00.00.00.000000000|3.780363|3.780363|3.780363|1|
ACTIG+-A|A|ACTIG+|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|0|0|0||0|||514387|500367|500245|500072||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIG+-A|514387|2020-04-30 00.00.00.000000000|3.665721|3.665721|3.665721|1|
ACTIG+-FF|FF|ACTIG+|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|1|1|1||0|||514388|500368|500246|500072||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIG+-FF|514388|2020-04-30 00.00.00.000000000|3.550199|3.550199|3.550199|1|
ACTIG+-C|C|ACTIG+|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|1|1|1||0|||514389|500369|500247|500072||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+-C|514389|2020-04-30 00.00.00.000000000|2.669719|2.669719|2.669719|1|
ACTIG+-B|B|ACTIG+|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|1|1|1||0|||514390|500370|500248|500072||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+-B|514390|2020-04-30 00.00.00.000000000|9.449939|9.449939|9.449939|1|
ACTOTAL-B|B|ACTOTAL|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514474|500454|500320|500086||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTOTAL-B|514474|2020-04-30 00.00.00.000000000|5.789488|5.789488|5.789488|1|
ACTIREN-E|E|ACTIREN|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514316|500296|500184|500063||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIREN-E|514316|2020-04-30 00.00.00.000000000|2.157472|2.157472|2.157472|1|
ACTIREN-FF|FF|ACTIREN|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514317|500297|500185|500063||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIREN-FF|514317|2020-04-30 00.00.00.000000000|3.299089|3.299089|3.299089|1|
ACTIREN-A|A|ACTIREN|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514318|500298|500186|500063||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIREN-A|514318|2020-04-30 00.00.00.000000000|2.264038|2.264038|2.264038|1|
ACTIREN-M|M|ACTIREN|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514319|500299|500187|500063||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIREN-M|514319|2020-04-30 00.00.00.000000000|2.737722|2.737722|2.737722|1|
ACTIREN-CE|CE|ACTIREN|PM No Contribuyentes|CE|CE|0|1|1|0|1|1|0|0|0|1|1|1||0|||514320|500300|500188|500063||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIREN-CE|514320|2020-04-30 00.00.00.000000000|10.452654|10.452654|10.452654|1|
ACTIREN-B|B|ACTIREN|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514321|500301|500189|500063||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIREN-B|514321|2020-04-30 00.00.00.000000000|7.994944|7.994944|7.994944|1|
ACTIREN-C|C|ACTIREN|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514322|500302|500190|500063||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIREN-C|514322|2020-04-30 00.00.00.000000000|9.621234|9.621234|9.621234|1|
ACTIMED-B|B|ACTIMED|Persona Fisicas|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514323|500303|500191|500064||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIMED-B|514323|2020-04-30 00.00.00.000000000|1.412839|1.412839|1.412839|1|
ACTIMED-C|C|ACTIMED|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514324|500304|500192|500064||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIMED-C|514324|2020-04-30 00.00.00.000000000|1.710183|1.710183|1.710183|1|
ACTIMED-E|E|ACTIMED|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514325|500305|500193|500064||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIMED-E|514325|2020-04-30 00.00.00.000000000|3.284961|3.284961|3.284961|1|
ACTIMED-A|A|ACTIMED|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514326|500306|500194|500064||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIMED-A|514326|2020-04-30 00.00.00.000000000|10.624045|10.624045|10.624045|1|
ACTIMED-FF|FF|ACTIMED|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514327|500307|500195|500064||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIMED-FF|514327|2020-04-30 00.00.00.000000000|3.015668|3.015668|3.015668|1|
ACTIMED-M|M|ACTIMED|Personas Morales|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514328|500308|500196|500064||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIMED-M|514328|2020-04-30 00.00.00.000000000|6.136818|6.136818|6.136818|1|
ACTIMED-CE|CE|ACTIMED|Personas Morales No Contribuyentes|CE|CE|0|1|0|0|1|1|0|0|0|1|1|1||0|||514329|500309|500197|500064||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIMED-CE|514329|2020-04-30 00.00.00.000000000|5.732602|5.732602|5.732602|1|
ESCALA-FF|FF|ESCALA|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514337|500317|500205|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-FF|514337|2020-04-30 00.00.00.000000000|9.806108|9.806108|9.806108|1|
ESCALA-C|C|ESCALA|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514338|500318|500206|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-C|514338|2020-04-30 00.00.00.000000000|7.868112|7.868112|7.868112|1|
ESCALA-E|E|ESCALA|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514339|500319|500207|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-E|514339|2020-04-30 00.00.00.000000000|10.937392|10.937392|10.937392|1|
ESCALA-M|M|ESCALA|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514340|500320|500208|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-M|514340|2020-04-30 00.00.00.000000000|6.162795|6.162795|6.162795|1|
ESCALA-A|A|ESCALA|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514341|500321|500209|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-A|514341|2020-04-30 00.00.00.000000000|8.050353|8.050353|8.050353|1|
ESCALA-B|B|ESCALA|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514342|500322|500210|500066||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ESCALA-B|514342|2020-04-30 00.00.00.000000000|4.893366|4.893366|4.893366|1|
DINAMO-I|I|DINAMO|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|1|1|0.01|0|100000000||514519|500499|500346|500091||Oper|Oper|PRICE_TYPE_NONSENSE|1|DINAMO-I|514519|2020-04-30 00.00.00.000000000|5.453643|5.453643|5.453643|1|
DINAMO-B|B|DINAMO|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|1|1|0.01|0|0|99999999.99|514520|500500|500346|500091||Oper|Oper|PRICE_TYPE_NONSENSE|1|DINAMO-B|514520|2020-04-30 00.00.00.000000000|9.898916|9.898916|9.898916|1|
DINAMO-A|A|DINAMO|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514521|500501|500347|500091||Oper|Oper|PRICE_TYPE_NONSENSE|1|DINAMO-A|514521|2020-04-30 00.00.00.000000000|9.302986|9.302986|9.302986|1|
DINAMO-D|D|DINAMO|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|1|1||0|||514522|500502|500348|500091||Oper|Oper|PRICE_TYPE_NONSENSE|1|DINAMO-D|514522|2020-04-30 00.00.00.000000000|7.676993|7.676993|7.676993|1|
DINAMO-FF|FF|DINAMO|FONDO DE FONDOS|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514523|500503|500349|500091||Oper|Oper|PRICE_TYPE_NONSENSE|1|DINAMO-FF|514523|2020-04-30 00.00.00.000000000|8.446137|8.446137|8.446137|1|
EVEREST-F-1|F-1|EVEREST|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514528|500507|500353|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-F-1|514528|2020-04-30 00.00.00.000000000|9.024019|9.024019|9.024019|1|
EVEREST-F-3|F-3|EVEREST|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|1000000|29999999.99|514529|500508|500353|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-F-3|514529|2020-04-30 00.00.00.000000000|7.912719|7.912719|7.912719|1|
EVEREST-F-2|F-2|EVEREST|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514530|500510|500353|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-F-2|514530|2020-04-30 00.00.00.000000000|10.87346|10.87346|10.87346|1|
EVEREST-B-3|B-3|EVEREST|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|1000000|29999999.99|514531|500513|500354|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-B-3|514531|2020-04-30 00.00.00.000000000|8.699576|8.699576|8.699576|1|
EVEREST-B-4|B-4|EVEREST|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|30000000||514532|500511|500354|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-B-4|514532|2020-04-30 00.00.00.000000000|9.985054|9.985054|9.985054|1|
EVEREST-B-2|B-2|EVEREST|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514533|500514|500354|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-B-2|514533|2020-04-30 00.00.00.000000000|1.372707|1.372707|1.372707|1|
EVEREST-B-1|B-1|EVEREST|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514534|500512|500354|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-B-1|514534|2020-04-30 00.00.00.000000000|6.812811|6.812811|6.812811|1|
EVEREST-M-3|M-3|EVEREST|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|3000000|49999999.99|514535|500518|500355|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-M-3|514535|2020-04-30 00.00.00.000000000|1.644865|1.644865|1.644865|1|
EVEREST-M-2|M-2|EVEREST|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|1000000|2999999.99|514536|500517|500355|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-M-2|514536|2020-04-30 00.00.00.000000000|5.522791|5.522791|5.522791|1|
EVEREST-M-1|M-1|EVEREST|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|0|999999.99|514537|500516|500355|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-M-1|514537|2020-04-30 00.00.00.000000000|9.848378|9.848378|9.848378|1|
EVEREST-M-4|M-4|EVEREST|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|50000000||514538|500515|500355|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-M-4|514538|2020-04-30 00.00.00.000000000|6.006539|6.006539|6.006539|1|
MAYA-C|C|MAYA|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514539|500519|500356|500093||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|MAYA-C|514539|2020-04-30 00.00.00.000000000|2.892792|2.892792|2.892792|1|
MAYA-B|B|MAYA|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514540|500520|500357|500093||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|MAYA-B|514540|2020-04-30 00.00.00.000000000|5.55287|5.55287|5.55287|1|
MAYA-M|M|MAYA|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514541|500521|500358|500093||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|MAYA-M|514541|2020-04-30 00.00.00.000000000|8.283894|8.283894|8.283894|1|
MAYA-E|E|MAYA|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514542|500522|500359|500093||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|MAYA-E|514542|2020-04-30 00.00.00.000000000|3.704172|3.704172|3.704172|1|
ACTIG+2-FF|FF|ACTIG+2|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|1|1|1||0|||514349|500329|500217|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-FF|514349|2020-04-30 00.00.00.000000000|6.688029|6.688029|6.688029|1|
ACTIG+2-E|E|ACTIG+2|Exentas|E|E|0|1|1|1|1|1|0|1|0|0|1|1||0|||514350|500330|500218|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-E|514350|2020-04-30 00.00.00.000000000|5.837548|5.837548|5.837548|1|
ACTIG+2-C|C|ACTIG+2|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|1|1|1||0|||514351|500331|500219|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-C|514351|2020-04-30 00.00.00.000000000|8.998884|8.998884|8.998884|1|
ACTIG+2-B|B|ACTIG+2|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|1|1|1||0|||514352|500332|500220|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-B|514352|2020-04-30 00.00.00.000000000|2.228096|2.228096|2.228096|1|
ACTIG+2-A|A|ACTIG+2|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|0|1|1||0|||514353|500333|500221|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-A|514353|2020-04-30 00.00.00.000000000|4.327332|4.327332|4.327332|1|
ACTIG+2-M|M|ACTIG+2|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|1|1|1||0|||514354|500334|500222|500068||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+2-M|514354|2020-04-30 00.00.00.000000000|5.415192|5.415192|5.415192|1|
REGIO2-B-1|B-1|REGIO2|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514371|500351|500235|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-B-1|514371|2020-04-30 00.00.00.000000000|5.289433|5.289433|5.289433|1|
REGIO2-B-2|B-2|REGIO2|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514372|500353|500235|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-B-2|514372|2020-04-30 00.00.00.000000000|5.310464|5.310464|5.310464|1|
REGIO2-B-3|B-3|REGIO2|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|1000000||514373|500352|500235|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-B-3|514373|2020-04-30 00.00.00.000000000|4.073882|4.073882|4.073882|1|
REGIO2-M-1|M-1|REGIO2|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|0|999999.99|514374|500354|500236|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-M-1|514374|2020-04-30 00.00.00.000000000|2.840549|2.840549|2.840549|1|
REGIO2-M-3|M-3|REGIO2|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|3000000||514375|500355|500236|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-M-3|514375|2020-04-30 00.00.00.000000000|2.261397|2.261397|2.261397|1|
REGIO2-M-2|M-2|REGIO2|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|1000000|2999999.99|514376|500356|500236|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-M-2|514376|2020-04-30 00.00.00.000000000|9.763848|9.763848|9.763848|1|
REGIO2-F-2|F-2|REGIO2|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514377|500358|500237|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-F-2|514377|2020-04-30 00.00.00.000000000|5.45856|5.45856|5.45856|1|
REGIO2-F-3|F-3|REGIO2|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|1000000||514378|500357|500237|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-F-3|514378|2020-04-30 00.00.00.000000000|7.344125|7.344125|7.344125|1|
REGIO2-F-1|F-1|REGIO2|PF Extranjeros|F|F|1|0|1|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514379|500359|500237|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-F-1|514379|2020-04-30 00.00.00.000000000|4.615892|4.615892|4.615892|1|
REGIO2-D|D|REGIO2|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|1|1||0|||514380|500360|500238|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-D|514380|2020-04-30 00.00.00.000000000|10.9741|10.9741|10.9741|1|
REGIO2-E|E|REGIO2|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514381|500361|500239|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-E|514381|2020-04-30 00.00.00.000000000|5.316104|5.316104|5.316104|1|
REGIO2-FF|FF|REGIO2|FONDO DE FONDOS|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514382|500362|500240|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-FF|514382|2020-04-30 00.00.00.000000000|2.229738|2.229738|2.229738|1|
REGIO2-A|A|REGIO2|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514383|500363|500241|500071||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO2-A|514383|2020-04-30 00.00.00.000000000|3.325088|3.325088|3.325088|1|
